name,infrastructure_type,latitude,longitude
Claremont Park,park,41.87325727547168,-87.68541391923753
Berger Park,park,41.99528647185798,-87.65494856731534
Unknown,playground,41.99550544087756,-87.65491196071552
Unknown,playground,41.999487209221165,-87.67020814526825
Unknown,playground,41.9992423534987,-87.67001557516777
Dubkin Park,park,42.01741108868331,-87.67062201459044
Unknown,playground,41.80439514892198,-87.65832940713904
Back of the Yards Park,park,41.80437805887778,-87.65823538556558
Unknown,playground,41.82904829576643,-87.67123798663307
Unknown,playground,41.905791696878815,-87.64543133222557
Stanton Park,park,41.905801601363024,-87.64555030012869
Unknown,playground,41.896652688335436,-87.67378198395656
Superior Park,park,41.894690399999995,-87.67975355000002
Western Park,park,41.89800550787159,-87.68656732544495
Superior Playground,playground,41.894678204924546,-87.67975733943591
Commercial Club Park,park,41.89663396259951,-87.67364412762845
Munroe Park,park,41.701760004340834,-87.68665890674038
Almond Park,park,41.68446339908628,-87.67650472512047
Unknown,playground,41.79476585263417,-87.73208295901217
Unknown,playground,41.80269706375996,-87.74705004782432
Unknown,playground,41.80290995100301,-87.74722371272517
Lee Park,park,41.73526702463596,-87.71446601062756
Unknown,playground,41.91876146918851,-87.70986383930106
Maple Park,park,41.9187752,-87.70992105
Wieboldt Park,park,41.93664259999999,-87.67292670000002
Schaefer Park,park,41.92574057658873,-87.66904729748443
Unknown,playground,41.925748815395664,-87.66905159402572
Supera Park,park,41.9280165837345,-87.65887328937133
Clover Park,park,41.922132500000004,-87.66357455
Bogan High School,school,41.748915662863794,-87.720083745044
Unknown,playground,41.745989924559176,-87.73180099571653
Unknown,playground,41.653392136287394,-87.59718937709052
Unknown,playground,41.73230917657994,-87.55625896845135
British School of Chicago,school,41.907663250000006,-87.64879705
Unknown,playground,41.71939576745058,-87.57224921967097
Merrill Park,park,41.719666838138814,-87.57218208033493
Arcade Park,park,41.69142029710527,-87.60879675531012
Unknown,playground,41.75567332435856,-87.60116970487603
Unknown,playground,41.767629963585215,-87.58913878273857
Unknown,playground,41.81387134164452,-87.5955261661953
Vivian Gordon Harsh Park,park,41.81391055,-87.59550405
Spruce Playlot,playground,41.79884763183486,-87.58999742223354
Unknown,playground,41.906599174694996,-87.67873611054519
Pritzker Elementary School,school,41.90659967836043,-87.67830382234563
Dean Playground,park,41.90691197415441,-87.6708735801252
Unknown,playground,41.90678747359246,-87.67069697158686
Unknown,playground,41.90829154190162,-87.67681454924545
Humboldt Playground -E,playground,41.90531460102792,-87.69729221060156
Humboldt Playground -N,playground,41.90976352395287,-87.69991697075653
Pietrowski Park,park,41.719861590391275,-87.53804692479426
Unknown,playground,41.71971356847145,-87.53805425574733
Skinner Park Playground,playground,41.87966289419876,-87.6600029361751
Our Lady of Fatima Church,place_of_worship,41.82343398753368,-87.69433130591209
Austin Town Hall Park,park,41.888516964916434,-87.76579289323197
Unknown,playground,41.74359267854844,-87.54989640191323
Whole Foods Market,supermarket,41.90872759024384,-87.65287837785738
Carnegie Elementary School,school,41.7837066134086,-87.59087643173491
Golgotha Early Childhood Center,school,41.735882711534856,-87.73883270566111
Golgotha Lutheran Church,place_of_worship,41.73607535676609,-87.73884892113036
Saint Bede School,school,41.74287232938581,-87.73264314004838
Ohio Park,park,41.891661,-87.74436275
Ashmore Park,park,41.96868916245811,-87.74811166748972
Shoesmith Elementary School,school,41.805123849185236,-87.59421300098754
Unknown,playground,41.90729890322388,-87.68872526758663
Park 399,park,41.90728959999999,-87.68872354999999
Unknown,playground,42.009379973437454,-87.67954811575365
Unknown,playground,42.00915002748267,-87.67952242779617
Paschen Park,park,42.00921833050195,-87.67966728480859
Matanky Park,park,42.00743872428477,-87.68079020223587
Unknown,playground,42.00743587850988,-87.68054301783293
Unknown,playground,42.008264271623844,-87.68751742529031
Lunt Park,park,42.00839787705609,-87.68752488299988
Unknown,playground,42.008477777615575,-87.68754075033861
Unknown,playground,42.00976940278653,-87.69320507363818
Flying Squirrel Park,park,41.7748431,-87.59641695
Unknown,playground,41.77488461276239,-87.59645510104843
Unknown,playground,41.778336587126205,-87.59757436407173
Unknown,playground,41.77792186865826,-87.59781424392331
Unknown,playground,41.77733608152479,-87.59510010621757
Moccasin Ranch Park,park,41.777332601852265,-87.59502942567157
Wadsworth Campus Park,park,41.77756002613096,-87.59790806691313
Unknown,playground,41.77376430200057,-87.59891726935184
Unknown,playground,41.77366392049358,-87.5986876807656
Unknown,playground,41.77748341687448,-87.59884214951857
Arnita Young Boswell Park,park,41.77371160495192,-87.59883272527571
Unknown,playground,41.7743938,-87.60121174999999
Wadsworth Elementary School,school,41.77397637851524,-87.60135191360375
Unknown,playground,41.77416377471738,-87.59418471100378
Woodlawn Community Academy,school,41.773794925557546,-87.59402801616403
Saint John's Polish National Catholic Church,place_of_worship,41.810286932682274,-87.70368296388064
Jacolik Park,park,41.843797959897756,-87.66109993333332
Park No. 571,park,41.843719308368456,-87.66293510625535
Park No. 567,park,41.91424661485137,-87.68297673670257
Canal Origins Park,park,41.842651701152676,-87.66537033924544
Canalport Riverwalk Park,park,41.84349989862077,-87.66873772898765
Richard J. Daley Park,park,41.83679671457854,-87.68614045846569
La Villita Park,park,41.839940468019,-87.70158507116001
Unknown,playground,41.78220123597922,-87.59516842937431
Huckleberry Park,park,41.78220692544808,-87.59513396964675
Apostolic Church of God,place_of_worship,41.77934992454575,-87.59233353036221
Christian Temple Baptist Church,place_of_worship,41.77917380904097,-87.59507180644955
First Presbyterian Church,place_of_worship,41.77850314315621,-87.59501160568564
Unknown,playground,41.785497299999996,-87.60871565
John Fiske Elementary School,school,41.785068050977074,-87.60901293596272
Unknown,playground,41.782546037722284,-87.60250954947152
DeJulio Playlot Park,park,41.99080865794934,-87.75368230852335
Queen of All Saints School,school,41.99457641318045,-87.74502486694882
Volta Elementary School,school,41.97144204708459,-87.72568212456132
Hibbard Elementary School,school,41.97117276011519,-87.71039000355026
Unknown,playground,41.97479218526096,-87.7241713712381
Unknown,playground,41.97565305,-87.69632400000002
Unknown,playground,41.9734372309461,-87.7017191005913
Cassell Elementary School,school,41.687622355210955,-87.70407665805989
Mount Greenwood Reformed Church,place_of_worship,41.69114248541304,-87.70890149180798
Mount Greenwood United Methodist Church,place_of_worship,41.693042959223376,-87.70860638824574
Saint Cristina School,school,41.69269841124995,-87.70487354945288
Keller Regional Gifted Magnet School,school,41.69761812373363,-87.69693331564099
Unknown,playground,41.69795372733614,-87.69708022350994
Unknown,playground,41.69091375925472,-87.71233214985975
Chicago High School for the Agricultural Sciences,school,41.68828798697646,-87.71805292140856
Marist High School,school,41.685062123125995,-87.72559719339353
Saint John Fisher School,school,41.70766919362892,-87.6897103364402
Unknown,playground,41.70215930370668,-87.68671676791429
Unknown,playground,41.70233725830251,-87.68728952498638
Unknown,playground,41.696693499999995,-87.70567844999998
Unknown,playground,41.69666422426825,-87.7054313114299
Unknown,playground,41.69813209826626,-87.70257095715773
Brother Rice High School,school,41.711530620768336,-87.7189293793957
Mother McAuley High School,school,41.711911792732096,-87.7142195159546
Southwest Elementary School,school,41.712352777629214,-87.711985110677
Unknown,playground,41.77085764294191,-87.73875620243442
Saint Rene School,school,41.776156344972534,-87.79492361130009
Nottingham Park,park,41.77705976194393,-87.7990366363658
Blair Early Childhood Center,school,41.77640116632143,-87.78976694107794
Dore Elementary School,school,41.78047455984429,-87.78794705823519
Unknown,playground,41.77626103171651,-87.79073633865637
Unknown,playground,41.780002471171244,-87.77796419430939
Hale Elementary School,school,41.78048665260633,-87.77719609637164
Saint Symphorosa's Roman Catholic Church,place_of_worship,41.780051633537035,-87.77127699926588
William H. Ray Elementary School,school,41.79237380870802,-87.59433125554824
Israel School,school,41.80318597688169,-87.59848695803362
Kenwood Academy,school,41.80373674966086,-87.58940324150359
Saint Thomas the Apostle Grade School,school,41.79569299609511,-87.59611339155252
Philip Murray Language Academy,school,41.798533901142996,-87.59277925578206
Unknown,playground,41.7987593902764,-87.59314907747718
Unknown,playground,41.7928515588982,-87.59421346865285
Kozminski Community Academy,school,41.79863698961177,-87.60204381179406
Reavis Elementary School,school,41.80452497578028,-87.60527049547473
First Baptist Church of Chicago,place_of_worship,41.80374899248798,-87.60269317347965
Ancona School,school,41.808339499999995,-87.59234610000001
Operation PUSH Community House,community_centre,41.80441863007247,-87.60278296286033
Unknown,playground,41.816168816486524,-87.603409417956
King College Prep,school,41.814137118079884,-87.6029085250515
Unknown,playground,41.81581691515057,-87.6033541226352
Unknown,playground,41.827191663903186,-87.60750544205085
Donoghue Elementary School,school,41.827343276430454,-87.60783415279755
Unknown,playground,41.82713206453934,-87.60768967578511
Jackie Robinson Elementary School,school,41.81748090321421,-87.59858911299642
Unknown,park,41.826517368690546,-87.61011364450937
Unknown,playground,41.82029532924463,-87.59970388672944
Unknown,playground,41.766752855727866,-87.59044923034126
Chestnut Park,park,41.76761790373897,-87.58906687533297
Parkside Community Academy,school,41.76881327260532,-87.58329122551847
Jackson Playground - 67th and Ridgeland,playground,41.77354262764921,-87.58315970257884
Jackson Playground - 67th and Jeffery,playground,41.77368487847702,-87.57578485876621
Unknown,playground,41.76831625,-87.58316475000001
Unknown,playground,41.76701846613142,-87.58977927567862
Mosque Maryam,place_of_worship,41.76090745123491,-87.58500848387713
South Shore Fine Arts Academy,school,41.76700140574726,-87.59020878903097
Unknown,playground,41.76224513001573,-87.5840117212385
Dunbar High School,school,41.8400115776742,-87.6183646540212
Unknown,playground,41.83791015098221,-87.61148347214422
Unknown,playground,41.83800564236761,-87.61118792206074
Nettelhorst Elementary School,school,41.941488913132616,-87.64513607118661
Hamilton Elementary School,school,41.94553716977477,-87.67064574651461
Jahn Elementary School,school,41.93916035766247,-87.67538357528467
Unknown,playground,41.810735750000006,-87.5987759
BP,fuel,41.8098766684193,-87.59729266079266
Ariel Community Academy,school,41.81099102521442,-87.59845428375327
Unknown,playground,41.801826765332414,-87.59928929013694
Unknown,playground,41.79867166950294,-87.59726652455886
Broncho Billy Playlot Park,park,41.962803630764476,-87.66061084749559
Unknown,playground,41.86210875457543,-87.62921212660444
Unknown,playground,41.79857738811231,-87.59693455876224
Clark Park,park,41.87639654827749,-87.74101938145341
Unknown,playground,41.87665121849881,-87.74059699623318
Beard Elementary School,school,41.969725933997445,-87.79041628007997
Unknown,playground,41.823327501992146,-87.60722233276215
Chamberlain Triangle Park,park,41.81711309625463,-87.59923669941782
Unknown,park,41.82250796841583,-87.60636142458726
Metcalfe Park,park,41.81763924307158,-87.62708422245532
Unknown,playground,41.81893506513256,-87.62688399875017
Jackson Playlot Park,park,41.81590247698364,-87.62091550277606
Unknown,playground,41.81834204406638,-87.61003401397045
Unknown,playground,41.812828897304115,-87.61526210363138
Woodson Elementary School,school,41.81440928138013,-87.60880554457005
Aspen Park,park,41.81714325000001,-87.62418770000001
Armstrong Park,park,41.81403340988827,-87.6103197043011
Unknown,playground,41.8158960661485,-87.62086841838168
Unknown,playground,41.815314399995465,-87.61800092912276
Unknown,playground,41.82062802947877,-87.62051110799253
Unknown,playground,41.81379924724985,-87.60970777948506
Sumac Park,park,41.81832405708639,-87.6097847857072
Birch Park,park,41.81279231538076,-87.61526062563443
Poplar Park,park,41.820629524290645,-87.62038323193501
Hadiya Pendleton Park,park,41.815398460880616,-87.61832073577898
Unknown,playground,41.81713234741183,-87.62408942461428
Honeysuckle Park,park,41.8101522246191,-87.60987431992203
George Harding Park,park,41.80525812034354,-87.61837525130844
Unknown,playground,41.8101616290974,-87.60989297125155
Unknown,playground,41.80554929781314,-87.61837444571292
Unknown,playground,41.81222019489411,-87.63381402459646
Resurrection High School,school,41.99128928316981,-87.814309140129
Saint Francis Borgia School,school,41.94459432730082,-87.8279788434019
Holly Park,park,41.820489550000005,-87.60339295
Unknown,playground,41.8204485021044,-87.60350991056352
Unknown,playground,41.7789739293755,-87.58676094679552
Mount Carmel High School,school,41.77779837765823,-87.58899547916643
Hyde Park Academy High School,school,41.781767457968044,-87.58719720990683
Unknown,playground,41.77922833769395,-87.58592128479135
Chicago Fire Department Engine Company 63,fire_station,41.773605243202105,-87.58989585683582
Unknown,playground,41.902084200000004,-87.67375589999999
Unknown,playground,41.90244032017667,-87.67441226389215
Unknown,playground,41.891307109018854,-87.66418352537686
Monticello Park,park,41.9142073,-87.71824505
Unknown,playground,41.94073735428425,-87.72322193110931
Parkview Park,park,41.94058310807622,-87.72320676180301
John Paul II Roman Catholic Center,place_of_worship,41.87257083248436,-87.65156235033803
Our Lady of Pompeii Roman Catholic Church,place_of_worship,41.87253602767582,-87.65812993447074
West Ridge Elementary School,school,42.00272765590598,-87.70641733816646
Unknown,playground,42.01427319874343,-87.69664210983507
Unknown,playground,42.01461915746876,-87.69669757400591
Unknown,playground,41.751065628433466,-87.72945964328504
Unknown,playground,41.74562729040181,-87.71975195474974
Unknown,playground,41.74004597773642,-87.72854188444097
Unknown,playground,41.741879370177216,-87.73629011139235
Unknown,park,41.897793574785915,-87.63601148544019
Goldberg (Louis) Park,park,42.0106702506162,-87.66569133054413
University of Chicago Laboratory School,school,41.78873086512059,-87.59314984408732
Hayt Elementary School,school,41.994949228628734,-87.6686863931038
Northside Catholic Academy,school,41.99521372474155,-87.66566201041853
Unknown,school,41.99422572528999,-87.66558664042581
Chicago Waldorf School,school,42.001633868101905,-87.66393632011425
Unknown,playground,41.8848211473748,-87.66504029750298
Joseph Regenstein Library,library,41.79219982237077,-87.59993600491906
Brynford Park,park,41.98400144144406,-87.7288149455008
Unknown,playground,41.981373554631254,-87.71343177526239
Peterson Elementary School,school,41.98210404558189,-87.71308829352428
Northside College Preparatory High School,school,41.98108345217157,-87.70758554167094
Saint Juliana School,school,42.01211725354297,-87.8120607969303
Edison Park,park,42.00398255547994,-87.8174921964957
Unknown,playground,42.009583419610145,-87.80733462654185
Ebinger Elementary School,school,42.004810552827266,-87.81040764092623
Gladstone Park,park,41.9790774006627,-87.7728710778201
Unknown,playground,41.979536901526785,-87.77300640910236
Hitch Elementary School,school,41.9838273176109,-87.77862761702652
Unknown,playground,41.99284272237639,-87.77876291592918
Saint Tarcissus Roman Catholic Church,place_of_worship,41.986863048475634,-87.77925599471419
Unknown,playground,41.988647936730736,-87.7861386078402
Saint Tarcissus School,school,41.98693949623017,-87.77974656944366
Unknown,playground,41.98342770676132,-87.77824375293932
Onahan Elementary School,school,41.9946151500782,-87.79260975923984
Saint Thecla School,school,41.99582744124907,-87.79609075318675
Unknown,playground,41.966795945706195,-87.72839092014907
Spikings Farm Park,park,41.96679825,-87.7283387
Pasteur Elementary School,school,41.7867716825317,-87.73222540428144
Lee Elementary School,school,41.77578623484119,-87.7294029803839
Sor Juana Elementary School,school,41.792300335891284,-87.72497420305815
Saint Turibius School,school,41.79000292533874,-87.72649624440554
Immaculate Conception School,school,41.98648278001103,-87.80921318675358
Unknown,playground,41.98746989888977,-87.7940376662425
Unknown,playground,41.99847249932749,-87.79779239124375
Unknown,playground,41.998392441189445,-87.79805371885192
Edison Park Elementary School,school,41.99396525755048,-87.81519880933253
Unknown,playground,41.994158243657594,-87.81510147519528
Unknown,playground,41.94790364724774,-87.83016537393968
Unknown,playground,41.94696672562441,-87.82991857040278
Canty Elementary School,school,41.947676563835415,-87.82978272566916
Northside Learning Center High School,school,41.983415012021084,-87.72132311474124
Unknown,playground,41.97577255053201,-87.73692911209072
Darwin Elementary School,school,41.923770258960694,-87.70541747054519
Unknown,playground,41.92355874127294,-87.70602380024775
Unknown,playground,41.999016073805976,-87.81469576836163
Monument Park,playground,42.00162823176848,-87.8178250765664
Palmer Elementary School,school,41.97268647454183,-87.73866310012728
Mayfair Lutheran Church,place_of_worship,41.96797213054815,-87.73695808381817
North Mayfair Park,park,41.973303933557176,-87.74213192171315
Unknown,playground,41.97235115,-87.739058
Unknown,playground,41.97334933583953,-87.74221453270754
Corcoran's Grill & Pub,bar,41.91160115,-87.63443699999999
Moody Church,place_of_worship,41.911926005759646,-87.63264517043447
Falconer Elementary School,school,41.93559283606332,-87.75044095535
Schubert Elementary School,school,41.93000279724038,-87.76005412462193
Saint Alphonsus Roman Catholic Church,place_of_worship,41.93587067727838,-87.66437621364997
Ohio and Harding Park,park,41.892021299999996,-87.72441475000001
Unknown,playground,41.999795510926404,-87.76640865636959
Edgebrook Elementary School,school,41.99954921534077,-87.76090174624267
Edgebrook Evangelical Covenant Church,place_of_worship,41.996584886723795,-87.76090921335249
Unknown,playground,41.99070087954193,-87.75361830063859
Unknown,playground,41.99091497645442,-87.75368949960456
Weisman Park,park,41.9351493,-87.65183984999999
Kenmore Playlot Park,park,41.939320074592295,-87.65496927696542
Saint Williams School,school,41.926706499999995,-87.79992454999999
Chicago Police Department 12th District Station,police,41.86289874943901,-87.6572880048401
SOS Children's Villages of Illinois,social_facility,41.86504477275348,-87.65576620119957
Chicago Police Department 9th District,police,41.83698738700735,-87.6465826965379
Unknown,playground,42.014789601994956,-87.6784533689158
Unknown,playground,42.01492159580447,-87.67882464937173
Wendt Playlot,playground,41.943388999999996,-87.64713474999998
Evergreen Park,park,41.93976764999999,-87.64568165
Sheil Park,park,41.945670714825766,-87.66361400684218
Grape Park,park,41.93348316666666,-87.699323
Stehman School Playground,park,41.934276557236224,-87.7084932533609
Algonquin Park,park,41.9352017,-87.69491245
Adams Park,park,41.9168112313195,-87.65508163309886
Lake Shore Park,park,41.897234435563064,-87.61961284761034
Maplewood Park,park,41.91140682511524,-87.69126606385935
Park West Park,park,41.92884857536914,-87.64808604318549
Aiello Park,park,41.91906097002813,-87.776426203072
Augusta Park,park,41.89855209681535,-87.73782742245253
Maragaret Davis Park,park,41.901920243855976,-87.76218137761418
De George Park,park,41.9111452021297,-87.74949429939971
Grand Park,park,41.90126474904657,-87.71497777377814
Frederick Harding Park,park,41.9024259717956,-87.72476604871125
Hermosa Park,park,41.92208565227973,-87.7402074232807
Keystone Park,park,41.911518746876446,-87.72725237465512
Linden Park,park,41.90195879268946,-87.72592130598584
Cottonwood Park,park,41.88342076687563,-87.75254617469908
Sweet Clover Park,park,41.89285698421464,-87.75464704107183
Washtenaw Park,park,41.84585256904475,-87.69218126487017
Unknown,playground,41.9709554084343,-87.70369559260828
Ronan Playground,playground,41.97128709657603,-87.70379561014661
Unknown,playground,41.96659656904488,-87.69833881065851
Unknown,playground,41.965324449559496,-87.70063986354445
Unknown,playground,41.96892154887012,-87.69682688808292
Unknown,playground,41.968294683349,-87.76322684411932
Unknown,playground,41.97197578841015,-87.75909315275456
Vaughn Occupational High School,school,41.96026109731342,-87.76410092461076
Unknown,playground,41.96867985,-87.74818830000001
Unknown,playground,41.967713010741925,-87.75232278542201
Grace Zwiefka Thuis Park,park,41.967713647311626,-87.7520291745073
Saint Constance Catholic Church,place_of_worship,41.96988871793096,-87.77550420031346
Unknown,playground,42.003948836243815,-87.8173352238085
Unknown,playground,41.86922405,-87.72747085
Webster Elementary School,school,41.86953941692914,-87.72702446981695
Frazier International Magnet School,school,41.86682225,-87.72643569999998
Violet Playlot Park,park,41.869303225317836,-87.72890913589006
Unknown,playground,41.869342738277396,-87.7287485733446
Unknown,playground,41.866904899999994,-87.72731135
Unknown,playground,41.869254850000004,-87.72712365
Everett McKinley Dirksen Elementary School,school,41.97282669999999,-87.84158794999999
Saint Paul School,school,41.9825415086548,-87.82453099963766
Unknown,playground,41.97311824999999,-87.8416048
Unknown,playground,41.969940949999994,-87.79123219999998
Our Lady Mother of the Church School,school,41.96578584449262,-87.84457717340607
South Lakeview Park,park,41.93368110656209,-87.66171483615061
Burley Elementary School,school,41.938361225324755,-87.66981889076514
Lincoln Belmont Branch Library,library,41.94032414999999,-87.67078069999998
Up Down Cigar,tobacco,41.91060890000001,-87.6349482
Unknown,playground,41.977840404511866,-87.81477343939547
Unknown,playground,41.978610226617654,-87.81328731085948
Oriole Park Elementary School,school,41.97851015379263,-87.81281730417824
Unknown,playground,41.980915180352696,-87.81644733127406
Saint Eugene School,school,41.974641680118914,-87.82584104397075
Saint Monica School,school,41.974264662873765,-87.80409872470304
Unknown,playground,41.97587593200585,-87.77896954468467
John Garvy Elementary School,school,41.9763898824794,-87.79573612641171
Saint Constance School,school,41.96992085111096,-87.77494120393418
Bixler Park,park,41.792169911562404,-87.5933550639856
Bixler Playlot,playground,41.791975967838816,-87.59273864925278
Unknown,playground,41.978625873785674,-87.8388014479813
Grandparents Playlot Park,park,41.978790477176105,-87.83859837939374
Alivio Medical Center,clinic,41.85416295,-87.65097775
Pennoyer Elementary School,school,41.974321411755604,-87.83818630235456
Bromann Park,park,41.98016478775628,-87.66039473327146
Lazarus Park,park,42.00422062573469,-87.66320049600215
Unknown,playground,42.00228933026963,-87.65771360676857
Unknown,playground,41.97140568814767,-87.7107664267356
Our Lady of Mercy Roman Catholic Church,place_of_worship,41.96209155167237,-87.70771088500742
Unknown,playground,41.97043605,-87.70946735
Unknown,playground,41.96304428106981,-87.72397118602503
Unknown,playground,41.96617304357315,-87.7209084484456
Tabor Evangelical Lutheran Church,place_of_worship,41.96315279170745,-87.71710090686294
Unknown,playground,41.96293172286862,-87.74236406404127
Saint Edward's Roman Catholic Church,place_of_worship,41.96304571917012,-87.73818976467831
Unknown,playground,41.95808879999999,-87.7335964
Unknown,playground,41.9591227,-87.71651690000002
Unknown,playground,41.957460143445935,-87.70236947452548
Patrick Henry Elementary School,school,41.9587521987858,-87.7161297257751
Unknown,playground,41.94936944999999,-87.71746655
Unknown,playground,41.94937638526159,-87.71669755279443
Unknown,playground,41.9647736168026,-87.75898240522936
Saint John's Lutheran Church,place_of_worship,41.960346913659976,-87.75196413558793
Saint John School,school,41.960192553529346,-87.75173067778893
Our Lady of Victory School,school,41.96196773894272,-87.75781957442989
Unknown,playground,41.95992807047368,-87.75178046225655
Unknown,playground,41.94694839129983,-87.71671327335469
Unknown,playground,41.94153995703561,-87.71545443635657
Reilly Elementary School,school,41.9416816846059,-87.71931738315935
Saint Wenceslaus School,school,41.94366961079162,-87.71937018382799
Park View Lutheran Church,place_of_worship,41.95253156301737,-87.71864096395795
Disney II Magnet School - Lawndale,school,41.95237994999999,-87.7208402
Unknown,playground,41.95025276686557,-87.72957249817802
Schurz High School,school,41.94729742668047,-87.73566212614406
Disney II Magnet School - Kedvale,school,41.950699198456704,-87.72993885474563
Unknown,playground,41.944427269488564,-87.70614177801109
Unknown,playground,41.945519030399865,-87.70326649298973
California Park,park,41.95196335200183,-87.69715392279826
Unknown,playground,41.956415037294875,-87.74150628360306
Unknown,playground,41.955468947666986,-87.7518285633466
Unknown,playground,41.95440144068278,-87.76657222061527
Portage Park,park,41.95506712241568,-87.76458709546684
Smyser Elementary School,school,41.95896310537344,-87.78277891453688
Unknown,playground,41.96657790000001,-87.7726313
Ernst Prussing Elementary School,school,41.96589065,-87.77298545
Saint Bellarmine School,school,41.96521761545211,-87.7784174093918
Unknown,playground,41.96626765162027,-87.78246951680875
Providence Center,school,41.95822121827171,-87.77853295295795
Unknown,playground,41.952411213139925,-87.78438893508665
Peck Elementary School,school,41.788273997745684,-87.71935044157513
Hubbard High School,school,41.78008719117843,-87.71912259880065
Marquette Elementary School,school,41.7745004190733,-87.69754182336017
Saint Nicolas School,school,41.78022431855562,-87.71724779437922
Saint Gall Catholic Church,place_of_worship,41.793130782272264,-87.70404808644916
Unknown,playground,41.77411212151103,-87.72962165033577
Unknown,playground,41.766698071794444,-87.71851899924039
Unknown,playground,41.76671663571061,-87.71825556885376
Hurley Elementary School,school,41.766428729570826,-87.71877668160299
Unknown,playground,41.79177805670284,-87.71142703552813
Unknown,playground,41.86592900000001,-87.694874
Chalmers Elementary School,school,41.86603902017539,-87.69524317798647
Unknown,playground,41.86574864537107,-87.6956123744656
Unknown,playground,41.87464957885467,-87.69318854362756
Unknown,playground,41.87475067402495,-87.69344440485641
Jacob Beidler Elementary School,school,41.884992663592996,-87.70489767265538
Unknown,playground,41.884905023614884,-87.70450324953823
Unknown,playground,41.87891104220704,-87.68721004218938
Unknown,playground,41.87595639260388,-87.70869756504742
Providence Saint Mel High School,school,41.87895083037401,-87.71534557149387
RML Specialty Hospital,hospital,41.87544188552059,-87.71222984283008
Unknown,playground,41.87493095037665,-87.70717873486201
Unknown,playground,41.875699976647915,-87.7026871520539
Unknown,playground,41.877636647944804,-87.69792095077865
Unknown,playground,41.87769090057745,-87.6982833317254
Unknown,playground,41.880135863708404,-87.70756958414037
Unknown,playground,41.88023141454245,-87.7070553752356
Faraday Elementary School,school,41.88032076275199,-87.70781854358194
Marshall Metro High School,school,41.87862282996082,-87.70750169241562
George Westinghouse College Prep,school,41.889054430822775,-87.70892592738521
Unknown,playground,41.88962375618471,-87.70433792559709
Alex Haley Academy,school,41.68611197549243,-87.63312174506599
Fenger High School,school,41.68967829602748,-87.63866641059941
Unknown,playground,41.69123522967916,-87.65932043677739
Unknown,playground,41.6890429115139,-87.65520290464661
Unknown,playground,41.69121858957043,-87.65985951181482
Unknown,playground,41.690866944528985,-87.65960363112275
Whistler Elementary School,school,41.68400870267773,-87.65489170903614
Bohn Park,park,41.69248677308278,-87.6711307204453
Prospect Gardens Park,park,41.693924524156174,-87.66858641854357
Lamb Park,park,41.69624323066857,-87.65741640323624
Unknown,playground,41.696093398919906,-87.65727939354244
Unknown,playground,41.69638818835037,-87.65729137237348
Unknown,playground,42.004211806605106,-87.69762547567161
Mosaic School of Fine Arts,school,42.00397156896081,-87.69799185325643
Unknown,playground,42.00787142654575,-87.70521890248428
Unknown,playground,42.00452590845755,-87.70522674819726
Marathon,fuel,42.011801366666845,-87.6907553249959
George Armstrong Elementary School,school,42.01060797682866,-87.68502039343014
Decatur Classical School,school,42.0092537123484,-87.70519691560735
A Safe Haven Foundation,social_facility,41.86702662515644,-87.69526472511482
Chicago Fire Department Engine Company 107,fire_station,41.868111659588315,-87.69563160896534
Healing Temple Church of God in Christ,place_of_worship,41.863818814392864,-87.69482393550055
Shell,fuel,41.86627143363459,-87.68645438637624
Free Will Missionary Baptist Church,place_of_worship,41.8662351,-87.6930204
Solid Rock MB Church,place_of_worship,41.86683169999999,-87.69685155
Pleasant Grove Baptist Church,place_of_worship,41.8716820381438,-87.69832201436468
The Holy Trinity Baptist Church,place_of_worship,41.869900436233166,-87.69877946293306
Saint Francis Cabrini Roman Catholic Church,place_of_worship,41.87174061515477,-87.70054275678342
Brown Sugar Sports Bar,bar,41.88126310201552,-87.69376323828916
Landmark Baptist Church,place_of_worship,41.879523401012804,-87.69419004382208
Walls Memorial Christian Methodist Episcopal Church,place_of_worship,41.87828140336704,-87.7015183256711
Mount Ridge Baptist Church,place_of_worship,41.87768905419507,-87.69360092492126
Citgo,fuel,41.8854972954909,-87.68622424920358
Walgreens,pharmacy,41.88144208790839,-87.68534088246199
BP,fuel,41.88325749999999,-87.68604505
Jackson Boulevard Christian Church,place_of_worship,41.87730810863881,-87.68700685785859
Greater Holy Temple Church of God and Christ,place_of_worship,41.885662919871876,-87.69671952885139
Heritage Woods,social_facility,41.88696272586223,-87.69690210470253
Mount Sinai Baptist Church,place_of_worship,41.882583548446995,-87.69795960432397
Vince & Pat Foglia Family & Youth Center,social_facility,41.877135874107644,-87.69826136775416
New Greater Exodus Missionary Baptist Church,place_of_worship,41.878503412745765,-87.69891164997425
Saint Joseph Baptist Church,place_of_worship,41.87987075,-87.69891249999999
BP,fuel,41.88621575053528,-87.7011083537484
New Greater Saint John Missionary Baptist Church,place_of_worship,41.88165241784358,-87.7040007326327
Our Lady of Sorrows Basilica,place_of_worship,41.87685447506904,-87.7040350452136
Community Career Training and Economic Development Center,school,41.89096686123161,-87.70279876917907
Chicago Fire Department Engine Company 57,fire_station,41.90456529939683,-87.6874449636186
Sure Foundation Missionary Baptist Church,place_of_worship,41.904993427846925,-87.68859347638035
Unknown,clinic,41.90757454894849,-87.68631411497772
