name,infrastructure_type,latitude,longitude
Saint Nicholas Ukrainian Catholic Cathedral,place_of_worship,41.896976950418825,-87.68387736774469
Saint Volodymyr Ukrainian Orthodox Cathedral,place_of_worship,41.90059819116437,-87.6842565314837
Saint Helen Catholic Church,place_of_worship,41.8991227972019,-87.6849367503658
Erie Family Health Center,clinic,41.90335954538516,-87.68773526376275
American Ukrainian Youth Association Inc,social_facility,41.89543915421972,-87.68905272732248
Unknown,playground,41.90045884401753,-87.69452174836486
Dr. Pedro Albizu Campos High School,school,41.90263754938856,-87.69599621698231
Mobil,fuel,41.90263035,-87.69728995000001
Holy Rosary Catholic Church,place_of_worship,41.89253043098151,-87.68718574635884
Saints Volodymyr and Olha Catholic Church,place_of_worship,41.89513859504718,-87.68379716222746
Shell,fuel,41.896442199604905,-87.68661516691552
Holy Protection Ukrainian Orthodox Cathedral,place_of_worship,41.8976392844831,-87.69455982798259
Read / Write Library,library,41.89794614926935,-87.69704337974102
BP,fuel,41.89918204566644,-87.68733257269763
BP,fuel,41.917224655111156,-87.69740949872802
Corinth Baptist Church,place_of_worship,41.91180164930095,-87.69184999567199
Chicago Fire Department Engine Company 43,fire_station,41.92093916924627,-87.69647701155111
Mount Gilead Missionary Baptist Church,place_of_worship,41.9082826579816,-87.69300327501082
Saint Aloysius Roman Catholic Church,place_of_worship,41.908766079908645,-87.68531048838922
Saint George Belarusian Orthodox Church,place_of_worship,41.908622107867636,-87.69115136601624
Palestine Christian Temple,place_of_worship,41.912195275487136,-87.69776812725281
Iglesia Azianza Christiana y Misionera Hispana,place_of_worship,41.912461597439886,-87.69547582883378
Remedy,bar,41.916037432536925,-87.68664939315502
Liberal Catholic Church of Saint Francis,place_of_worship,41.91698545440179,-87.69793917172625
FoodSmart,supermarket,41.91716089427906,-87.69963116048918
Walgreens,pharmacy,41.917832874547514,-87.68839507385559
Humboldt Park United Methodist Church,place_of_worship,41.920196625355295,-87.69891393284847
Agora Market,supermarket,41.921112447052835,-87.68802094632
Immanuel Lutheran Church,place_of_worship,41.9206415940182,-87.69109640440986
Shell,fuel,41.910583328953045,-87.68760775689566
Unknown,laundry,41.91055166476868,-87.6881883852367
Angelo Medical Clinic,clinic,41.910550640049,-87.68827785237862
Walgreens,pharmacy,41.91060501757224,-87.68878092859413
La Junqueña,alcohol,41.91001051728927,-87.68986302275309
Cermak Produce,supermarket,41.90991936695252,-87.69491635852383
New Moms,social_facility,41.918295354813694,-87.6990201985425
Saint Sylvester's Church,place_of_worship,41.921428311391146,-87.70117577964888
St. Sylvester's School & Hall,school,41.921221867183675,-87.70130883790758
Chicago Police Department 14th District,police,41.92127878027703,-87.69781357370168
Stone Scholastic Academy,school,41.995113342064506,-87.68420915891704
Unknown,playground,41.99457752173684,-87.67636893722923
Unknown,playground,41.99499237268079,-87.68379221050853
Mather High School,school,41.98802791156762,-87.70109685708556
Unknown,playground,41.99393084691394,-87.68889453648198
Unknown,playground,41.98958214381879,-87.70269335473394
Langdon Park,park,42.00191522464634,-87.67481536034083
Unknown,playground,42.001924388852004,-87.67492222751554
Chicago Police Department Area North Detective Bureau,police,41.93999766132281,-87.68950185388667
Chicago Fire Department Engine Company 56,fire_station,41.93791003313924,-87.68384629838714
Chicago Distilling Company,bar,41.92426572240236,-87.69907730791775
Mobil,fuel,41.93194712483091,-87.68829247848444
Logan Arcade,bar,41.925192877149485,-87.68811589820704
Marathon,fuel,41.9247124323753,-87.6880120679411
Saint Andrew Romanian Orthodox Church,place_of_worship,41.925506990685044,-87.68980810769982
St. Paul Coptic Orthodox Church,place_of_worship,41.92696592269595,-87.69411095043623
Saint John Berchmans Parish,place_of_worship,41.92776019901507,-87.691132569422
Bethel International Full Gospel Church,place_of_worship,41.92943340613237,-87.69351409163849
New Community Covenant Church,place_of_worship,41.93015465899378,-87.69968807308754
Concordia Evangelical Lutheran Church,place_of_worship,41.939142848113114,-87.69503939637566
California-Fullerton Medical Center,clinic,41.925089562270855,-87.69792775806974
Unknown,fuel,41.9322729148852,-87.70232302450559
Iglesia Central Hispana de los Adventistas del Septimo Dia,place_of_worship,41.92896135,-87.69905059999999
Saint Francis Xavier Roman Catholic Church,place_of_worship,41.93685196248107,-87.69978654980176
Emporium Logan Square,bar,41.92442992548089,-87.69915806632945
"Eleventh Church of Christ, Scientist",place_of_worship,41.92500853347718,-87.69952472325596
Amoco,fuel,41.92457341197847,-87.70264122471447
Celestial Vision,place_of_worship,41.92448071258889,-87.70334468736903
Logan Square Branch Library,library,41.92508046805283,-87.70360326435849
Shell,fuel,41.92457401504827,-87.69774372819106
Linne Elementary School,school,41.94032035508594,-87.70224569456336
Acero Fuentes School,school,41.93729405081474,-87.69966720480791
Chicago Fire Department Engine Company 106,fire_station,41.943079848180545,-87.70321496181744
Advocate Medical Group Primary Care,clinic,41.95482351205571,-87.68796771414989
Saint Benedict Catholic Church,place_of_worship,41.95365515014048,-87.68394939500523
Brentano Elementary Math and Science Academy,school,41.930928148754475,-87.69584763863216
Walgreens,pharmacy,41.95374693168778,-87.68638912603521
Lakeview Seventh Day Adventist Church,place_of_worship,41.94339690071748,-87.68656541739773
Pete’s Place,bar,41.95372562027964,-87.69927459511388
Blue Light,bar,41.94095643657164,-87.68771699252805
Liberty Lounge,bar,41.9425043179363,-87.68783999960121
Unknown,playground,41.93086165951922,-87.69563106069867
Gospel Chapel,place_of_worship,41.95227629160531,-87.70404916641863
Boys & Girls Club,social_facility,41.95365819798271,-87.69129251293576
Jose de Diego Community Academy,school,41.90566027407772,-87.68543136517262
Josephinum Academy of the Sacred Heart,school,41.90926613939285,-87.6841452246042
Chicago High School for the Arts,school,41.89975265310002,-87.69503161866064
Acero Santiago Elementary School,school,41.90052807030111,-87.6898477608112
Unknown,playground,41.89685282234873,-87.68909848070858
Mitchell Elementary School,school,41.891799824447105,-87.68328457584715
Chopin Elementary School,school,41.89709768564427,-87.68837223895983
Unknown,playground,41.892019275549835,-87.68263703666786
Chase Elementary School,school,41.91832931015142,-87.69455326938748
Lowell Elementary School,school,41.90669347440652,-87.71057872298212
Humboldt Playground -W,playground,41.90372068352927,-87.70603757667385
Stowe Elementary School,school,41.91274253201777,-87.71296213341019
Saint Sylvester School,school,41.92030923355665,-87.70318086836463
Aldi,supermarket,41.96106371541046,-87.6898595666157
Saint Matthias Catholic Church,place_of_worship,41.97083931795337,-87.6874640923073
Luther Memorial Church of Chicago,place_of_worship,41.96509636425401,-87.69148542527584
Montrose Saloon,bar,41.961053,-87.70229885
Korean Christian Reformed Church,place_of_worship,41.95863279721759,-87.69873162423099
Shell,fuel,41.961043954593556,-87.68895100667608
DANK Haus,community_centre,41.9681091523313,-87.68926824558505
Jewel-Osco,supermarket,41.958495921151915,-87.68243426398065
Queen of Angels Roman Catholic Church,place_of_worship,41.963537857764756,-87.68795884689311
Senior Suites Ravenswood Manor,social_facility,41.96144621455095,-87.69895763597147
Kindred Hospital Chicago (North Campus),hospital,41.961547161430616,-87.69297590118461
Goethe Elementary School,school,41.92301616337009,-87.69326027231943
Budlong Woods Library Branch,library,41.98336887204669,-87.6963385982516
Chicago Fire Department Engine Company 110,fire_station,41.9761579032831,-87.68775934213676
Shell,fuel,41.976159224573024,-87.68884881754016
Saint Philip Evangelical Lutheran Church,place_of_worship,41.98343632260453,-87.69166799635788
Bowmanville Baptist Church,place_of_worship,41.97795093312287,-87.69228577232965
Masjid Darul-Qur'an,place_of_worship,41.98879558382125,-87.69277391714827
Saint Ephrems Roman Catholic Church,place_of_worship,41.98290557270648,-87.69335954106867
Chicago Korean Presbyterian Church,place_of_worship,41.97605464792499,-87.69522632601883
Mikro Kodesh Anshe Tiktin Congregation,place_of_worship,41.97558027980384,-87.69593848037064
Immanuel Evangelical Covenant Church,place_of_worship,41.975134536783834,-87.69732198921547
Mount Calvary Lutheran Church,place_of_worship,41.9870049713967,-87.70000970282263
Tony's Fresh Market,supermarket,41.976931679737696,-87.69200028843163
Mobil,fuel,41.978014019105586,-87.68963361695876
Holy Nativity Romanian Orthodox Church,place_of_worship,41.98726779506879,-87.70014125186255
Horatio N. May Chapel,place_of_worship,41.98712175529583,-87.68249840318471
Saint Hilary Roman Catholic Church,place_of_worship,41.98339503293106,-87.69862204548443
Marathon,fuel,41.98332374999999,-87.69501075
Chicago Police Department 20th District,police,41.980045542099255,-87.69307300230346
Mozart Elementary School,school,41.92148658140492,-87.72241201209538
Marine Leadership Academy,school,41.916379558428645,-87.7225013127697
Saint Hilary School,school,41.984107816474804,-87.69862719399224
Jamieson Elementary School,school,41.98402746559137,-87.70100978446219
Saint Philip School,school,41.98342475098707,-87.6924862039029
North Shore 7th Day Adventist Church,place_of_worship,41.9765424565369,-87.6992993771098
Unknown,playground,41.99117358646868,-87.69669644760856
Dewitt Clinton Elementary School,school,41.99309911960262,-87.6988843756976
Chicago Fire Department Engine Company 71,fire_station,41.99513888923571,-87.69924900465709
Mobil,fuel,42.00527781569675,-87.68975922905734
Dar ul Eimaan Islamic Community Center,place_of_worship,41.9975594344453,-87.68810246670502
World Fresh Market,supermarket,41.997962775369494,-87.69172282349598
Mobil,fuel,41.99074609288669,-87.69256567748481
Black Sheep,bar,41.99026101293962,-87.69357387635809
Shree Ganesh Temple of Chicago,place_of_worship,41.99745624647645,-87.69414967032117
Patel Brothers,supermarket,41.99790228216843,-87.69527663650405
F.R.E.E.,place_of_worship,41.99725091936932,-87.70380740402366
Shell,fuel,41.99072002955534,-87.69005420868294
Congregation Mishne Ugmoro,place_of_worship,41.99172493047682,-87.699158224872
Christ Church of Chicago,place_of_worship,41.99195802866189,-87.69416225444442
Aldi,supermarket,41.99442374398516,-87.69987848029737
Jamia Masjid of Chicago,place_of_worship,41.99703375,-87.6929139
The ARK,social_facility,41.99907066293018,-87.70005002872306
Chicago Community Kollel,place_of_worship,41.999615854135335,-87.69999020721005
Anshe Motele Congregation,place_of_worship,42.000040453226745,-87.70004027531041
University Bible Fellowship,place_of_worship,42.00117282416731,-87.69155368956814
Congregation Poalei Tzedek,place_of_worship,42.001044872146046,-87.69999529871666
Faizan-e-Madinah Mosque,place_of_worship,42.005887981935906,-87.68965692403057
Bethesda Evangelical Lutheran Church,place_of_worship,42.00552879854733,-87.6921839798657
Heartland International Health Center,social_facility,42.01242035,-87.68642125
Fresenius Kidney Care,clinic,42.019309631403964,-87.68731249907846
West Ridge United Methodist Church,place_of_worship,42.008345070974194,-87.68829257040044
Saint Margaret Mary Roman Catholic Church,place_of_worship,42.01448979051338,-87.6885867716235
Buckingham Pavilion Nursing and Rehabilitation,social_facility,42.01188907563899,-87.69621168886172
Ohel Tefillah,place_of_worship,42.01190698674447,-87.69885226822699
Cheder Lubavitch Girls School,school,42.015228339993335,-87.70003796889037
Chicago Mitzvah Campaign,social_facility,42.01179997764538,-87.70359751867556
Heritage,place_of_worship,42.011735050247275,-87.70369640112457
Truc Lam Temple,place_of_worship,42.009168100084615,-87.69048630584719
Bosnian Educational & Cultural Center of America,place_of_worship,42.00939204714929,-87.6905642745755
Sixteenth Church of Christ Scientist,place_of_worship,42.00988545016476,-87.68258519568154
Rahmat E Alam Foundation,place_of_worship,42.01015377474511,-87.68985520576862
Ricky G’s,bar,42.01163305002346,-87.68992097833309
Mehdavia Islamic Center of Chicago,place_of_worship,42.0162671800658,-87.68980065990773
Mark II Lounge,bar,42.01701978084606,-87.69049487221162
Beverly Art Center,arts_centre,41.69148284214868,-87.68164356461499
Morgan Park Presbyterian Church,place_of_worship,41.69256286128654,-87.67201359630941
Morgan Park Church of God,place_of_worship,41.6906472039149,-87.67322810195184
BP,fuel,41.69020789535194,-87.66418106382476
Apostolic Pentecostal Church of Morgan Park,place_of_worship,41.68616038416424,-87.66649136709276
Mercy Home Girls Campus,social_facility,41.68237749434067,-87.67507129940525
Sacred Heart Church,place_of_worship,41.68170643209949,-87.6710891515176
Unknown,social_facility,41.68837866667329,-87.67964203695766
Saint Cajetan Roman Catholic Church,place_of_worship,41.6893741,-87.68268250000001
George C. Walker Branch Library,library,41.69220741349519,-87.67378101460037
Smith Village,social_facility,41.6878689541629,-87.68000660988861
Chicago Police Department 22nd District,police,41.691817895637314,-87.66894578775343
Chicago Fire Department Engine Company 120,fire_station,41.692978993148145,-87.66874863110615
Beverly Unitarian Church,place_of_worship,41.706912747015416,-87.67134929178984
BP,fuel,41.70608782612868,-87.68202649042495
