variable,z_percentile,n,rho_spearman,p_value
concealed_carry_license_violation,18,28,-0.046723503607620114,0.8133596197574556
concealed_carry_license_violation,20,42,0.35228593822270027,0.022133304268709752
concealed_carry_license_violation,22,16,0.1797728216943883,0.5052697767299612
concealed_carry_license_violation,23,27,0.05753882961329151,0.7755910663898903
concealed_carry_license_violation,25,14,0.06996502622814414,0.8121386437138253
concealed_carry_license_violation,26,12,0.14869413289357442,0.6446481229865303
concealed_carry_license_violation,27,21,0.3660057127145993,0.10273386371798846
concealed_carry_license_violation,28,36,0.23708286086308308,0.16385077826168282
concealed_carry_license_violation,30,23,0.26167923562926715,0.22776331156490742
concealed_carry_license_violation,32,20,-0.10612501628328433,0.6560977921994444
concealed_carry_license_violation,33,7,,
concealed_carry_license_violation,34,31,0.584234359854025,0.0005587105743410165
concealed_carry_license_violation,35,10,0.05119796850491378,0.8882975488135454
concealed_carry_license_violation,36,17,-0.13072588325976747,0.6170071233737615
concealed_carry_license_violation,37,15,0.1252741761890288,0.6564262574160135
concealed_carry_license_violation,38,15,0.11592087520034744,0.6807776089189949
concealed_carry_license_violation,42,115,-0.06927392890127067,0.4619442935385393
concealed_carry_license_violation,47,19,0.4214600429067695,0.0723068953920909
concealed_carry_license_violation,48,26,0.34674056263165587,0.08267247097630973
concealed_carry_license_violation,50,16,-0.4625958397364549,0.07119197788985963
concealed_carry_license_violation,51,20,0.030532319445551792,0.8983216516986126
concealed_carry_license_violation,52,17,-0.0018507097907800127,0.9943754486942187
concealed_carry_license_violation,53,15,0.22105851149275735,0.4285061506997026
concealed_carry_license_violation,54,16,0.37311874397338174,0.15461184548724444
concealed_carry_license_violation,55,9,0.17516226243634267,0.6521605509546866
concealed_carry_license_violation,57,36,0.4135817981468319,0.01216536649422267
concealed_carry_license_violation,58,8,0.31878835653166915,0.44153367084767536
concealed_carry_license_violation,59,23,0.1102497166847374,0.6165229066886526
concealed_carry_license_violation,60,19,0.43529319332914773,0.06250138502949268
concealed_carry_license_violation,61,9,-0.1765246970284007,0.6495946278242274
concealed_carry_license_violation,62,23,0.5020325766266761,0.014646484324305323
concealed_carry_license_violation,63,12,0.18439015158672653,0.5661788835708931
concealed_carry_license_violation,65,27,0.20848662187530417,0.2966751239342802
concealed_carry_license_violation,67,30,0.22974414023061054,0.22196918307854974
concealed_carry_license_violation,68,24,0.4866692481592528,0.015881150967203474
concealed_carry_license_violation,70,23,0.2805460826337768,0.1947530379205001
